0,1
0.1,1.000479426
0.2,1.006731768
0.3,1.026932365
0.4,1.058195035
0.5,1.074809018
0.6,1.030481922
0.7,0.879681353
0.8,0.612517122
0.9,0.287380544
1,0.041075725
1.1,0.060925827
1.2,0.517170019
1.3,1.472618614
1.4,2.802771227
1.5,4.165749922
1.6,5.052411378
1.7,4.922967184
1.8,3.403475006
1.9,0.484538465
2,-3.352168887
2.1,-7.146862433
2.2,-9.647895719
2.3,-9.651626609
2.4,-6.417584018
2.5,-0.036279646
2.6,8.384855839
2.7,16.82088887
2.8,22.74581267
2.9,23.80115551
3,18.55777168
3.1,7.150872754
3.2,-8.43401588
3.3,-24.57942985
3.4,-36.78676702
3.5,-40.82996498
3.6,-34.03806099
3.7,-16.34767077
3.8,9.224062249
3.9,36.92001953
4,59.42849605
4.1,69.70250625
4.2,62.98614295
4.3,38.49860222
4.4,0.246010069
4.5,-43.39377745
4.6,-81.36770926
4.7,-102.6238704
4.8,-99.14972221
4.9,-68.57262203
5,-15.54396876
